0,2,polynomial,0.1,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,1.18835
0,2,polynomial,0.1,2,0.72926,229,18,149,11,51,0.789474,57,5,40,1,11,0.233
0,2,polynomial,0.1,3,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.117485
0,2,polynomial,0.5,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0860267
0,2,polynomial,0.5,2,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.230161
0,2,polynomial,0.5,3,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0551986
0,2,polynomial,0.7,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0502892
0,2,polynomial,0.7,2,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0512368
0,2,polynomial,0.7,3,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.053499
0,2,polynomial,1,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.048332
0,2,polynomial,1,2,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0482143
0,2,polynomial,1,3,0.72926,229,18,149,11,51,0.789474,57,5,40,1,11,0.0555575
0,2,polynomial,1.2,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0609933
0,2,polynomial,1.2,2,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.055545
0,2,polynomial,1.2,3,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0502348
0,2,polynomial,1.5,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0484512
0,2,polynomial,1.5,2,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0493106
0,2,polynomial,1.5,3,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0542781
0,2,polynomial,2,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.052607
0,2,polynomial,2,2,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0478621
0,2,polynomial,2,3,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0498221
0,2,linear,0.1,1,0.70742,229,17,145,15,52,0.701754,57,5,35,6,11,0.0796654
0,2,linear,0.5,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0474503
0,2,linear,0.7,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0506477
0,2,linear,1,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0531631
0,2,linear,1.2,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0515294
0,2,linear,1.5,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0482211
0,2,linear,2,1,0.72926,229,26,141,19,43,0.701754,57,5,35,6,11,0.0473972
0,2,gaussian,0.1,1,0.71616,229,9,155,5,60,0.789474,57,5,40,1,11,0.0621865
0,2,gaussian,0.5,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0642264
0,2,gaussian,0.7,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0479237
0,2,gaussian,1,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0523281
0,2,gaussian,1.2,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0491801
0,2,gaussian,1.5,1,0.72926,229,20,147,13,49,0.789474,57,5,40,1,11,0.0494896
0,2,gaussian,2,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0526763
0,2,RBF,0.1,1,0.72052,229,8,157,3,61,0.789474,57,5,40,1,11,0.0546785
0,2,RBF,0.5,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0489759
0,2,RBF,0.7,1,0.72489,229,19,147,13,50,0.789474,57,5,40,1,11,0.0508961
0,2,RBF,1,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0511171
0,2,RBF,1.2,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0493377
0,2,RBF,1.5,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0497894
0,2,RBF,2,1,0.75109,229,18,154,6,51,0.789474,57,5,40,1,11,0.0526845
